Uniq Id,Job Salary,Job Experience Required,Key Skills,Industry,Role
302," 1,75,000 - 3,25,000 PA. ",0 - 3 yrs, Hindi Typing| customer calling| Typing| inbound| Non Voice Process| Calling| Backend Operations| Non Voice| Data Entry| Bpo Non Voice| Data Entry Operator| DEO| Backend| Back Office| Back Office Support,"BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
303," 12,00,000 - 22,00,000 PA. ",6 - 8 yrs, Architecture| Cloudera| Hadoop| HDFS| Hive| NoSql| Cloud| Spark| Hbase,"IT-Software, Software Services",Team Lead/Technical Lead
304, Not Disclosed by Recruiter ,1 - 3 yrs, deep learning| software architecture| C++| Networking| Database management| Management systems| Machine learning| big data| Data warehousing| Python,"Media, Entertainment, Internet",Pharmacist/Chemist/Bio Chemist
305, Not Disclosed by Recruiter ,3 - 6 yrs, Data Structure| Algorithm| MySQL| NoSQL| Redis| MongoDB| Couchbase| AWS| Docker,"IT-Software, Software Services",Software Developer
306, Not Disclosed by Recruiter ,8 - 12 yrs, Deep Learning| Machine Learning| R| Python| Data Mining| Gradle| Subversion| Statistical Analysis| Design Analysis| Computer Science,"IT-Software, Software Services",Data Analyst
307, Not Disclosed by Recruiter ,1 - 4 yrs, data entry| data entry operator| backend| back office,"IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
308, Not Disclosed by Recruiter ,5 - 7 yrs, NoSQL| Hadoop| Cassandra| Big Data| MongoDB| Solution Design| Hbase| Analytics| MapReduce| HBase,"IT-Software, Software Services",Software Developer
309," 2,50,000 - 5,00,000 PA. ",0 - 0 yrs, bpo| back office| inbound| night shift| calling| data entry| mnc| data entry operator| Computer Operator| Office Assistance| Admin Executive,"BPO, Call Centre, ITeS",HR Manager
310, Not Disclosed by Recruiter ,0 - 1 yrs, Business intelligence| SQL| Python| Computer science| Performance tuning| Coding| SCALA| Data quality| Analytics| Software services,"Recruitment, Staffing",Technical Architect
311," 1,00,000 - 2,50,000 PA. ",2 - 7 yrs, Export Documentation| Data Entry| B.Com| Export Import| Data Entry Operation,"Export, Import",Stenographer/Data Entry Operator
312, Not Disclosed by Recruiter ,3 - 8 yrs, Spark| Hive| SQL| SCALA| Core Java| Sqoop| Big Data| Data Modeling,"IT-Software, Software Services",Software Developer
313, Not Disclosed by Recruiter ,0 - 2 yrs, Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management,"Medical, Healthcare, Hospitals",Clinical Research Associate/Scientist
314, Not Disclosed by Recruiter ,5 - 8 yrs, Query Optimization| Bteq| Fastload| Data Mover| Teradata| Teradata Developer| SQL| Agile Methodology| Shell| Multiload| Data Warehousing| ETL| Python,"IT-Software, Software Services",Software Developer
315," 1,00,000 - 5,50,000 PA. ",1 - 3 yrs, T - SQL| ETL| Data Warehousing| SSIS| Stored Procedures,"IT-Software, Software Services",Software Developer
316," 90,000 - 1,50,000 PA. ",0 - 1 yrs, typing speed| back office| data entry| backend| back office executive| back office operations| backend operations| Non Voice,"BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
317, Not Disclosed by Recruiter ,2 - 7 yrs, SQL| Linux| MySQL| development| Email| Views| software| testing| it| UVM| quality| analytics| cloud| Backend| java| RDBMS| Machine learning| design| Python,"IT-Software, Software Services",Software Developer
318, Not Disclosed by Recruiter ,2 - 6 yrs, Data Science| Scala| Hadoop| Big Data| Spark| ETL| Machine Learning,"IT-Software, Software Services",Data Analyst
319, Not Disclosed by Recruiter ,6 - 7 yrs, Data analysis| SQL| Python| Fund accounting| Machine learning| Support services| Asset management| QlikView| Monitoring| Financial services,"Banking, Financial Services, Broking",Software Developer
320," 1,75,000 - 3,75,000 PA. ",0 - 1 yrs, International BPO| Call Center| Non Voice Process| Customer Care| Calling| Domestic| inbound| voice process| international call center| BPO| KPO| LPO| Domestic BPO,"BPO, Call Centre, ITeS",Fresher
321, Not Disclosed by Recruiter ,3 - 6 yrs, Automation| Application development| Coding| Infrastructure management| Business process management| Artificial Intelligence| Genetics| SCALA| Lead Business Analyst| Technical Lead,"IT-Software, Software Services",Team Lead/Technical Lead
322, Not Disclosed by Recruiter ,5 - 10 yrs, Sales| Consulting Sales| B2B Sales,"IT-Software, Software Services",Sales Executive/Officer
323, Not Disclosed by Recruiter ,5 - 7 yrs, Deep Learning| R| SAS| SQL Queries| Data Science| Machine Learning| Data Mining| Logistic Regression| Statistical Programming| Data Visualization| SQL,"Pharma, Biotech, Clinical Research",Data Analyst
324," 3,00,000 - 5,00,000 PA. ",0 - 5 yrs, receptionist| computer operator| office assistant| Airport| Back Office| back office executive| office administration| Data Entry| Data Entry Operation,"BPO, Call Centre, ITeS",Receptionist
325," 4,00,000 - 8,00,000 PA. ",1 - 4 yrs, python| Web Crawling,"IT-Software, Software Services",Software Developer
326, Not Disclosed by Recruiter ,1 - 3 yrs, asset servicing| Analyst| Data management| Analytical| Finance| Quantitative analysis,"Banking, Financial Services, Broking",Business Analyst
327," 50,00,000 - 1 Cr & above PA. ",10 - 19 yrs, Big Data| Hadoop| Spark,"IT-Software, Software Services",Practice Head / Practice Manager
328, Not Disclosed by Recruiter ,5 - 10 yrs, Java| SOA| SaaS| Vertica| .net| OLAP| OLTP| Netezza.,Insurance,DBA
329, Not Disclosed by Recruiter ,3 - 8 yrs, Computer science| MIS reporting| data services| Business Analyst| Rational rose| Analytical| Data quality| Visio| SQL,Publishing,Business Analyst
330, Not Disclosed by Recruiter ,2 - 3 yrs, Variance analysis,"IT-Software, Software Services",Other
331, Not Disclosed by Recruiter ,3 - 8 yrs, development| java| oracle| btech| tuning| data modeling| computer science| hibernate| database administration| ba,"IT-Software, Software Services",DBA
332, Not Disclosed by Recruiter ,1 - 2 yrs, Data Management| Advanced Excel| Macros,"Construction, Engineering, Cement, Metals",Service/Maintenance Engineer
333," 4,75,000 - 9,75,000 PA. ",2 - 4 yrs, backup| bi| sql tuning| plsql| sql| shipping| data modeling| rac| oracle dba| linux| sybase dba| sql developer| mirroring| rman| crm| oracle| sap| sybase| intel| oracle admin| shell| apps dba| asm| oracle sql| pl| ssis| unix,"IT-Software, Software Services",DBA
334," 2,50,000 - 5,00,000 PA. ",0 - 0 yrs, bpo non voice| freelancing| online data entry| data entry| freelancer| back office| e - marketing| computer operator,"BPO, Call Centre, ITeS",HR Manager
335, Not Disclosed by Recruiter ,2 - 6 yrs, sql| oracle| sql server| mysql| configuration| workflow| stored procedures| functions| interfaces| data integration,"Media, Entertainment, Internet",Software Developer
336, Not Disclosed by Recruiter ,12 - 14 yrs, Unix| Database Administration| Informatica Power Center| Multiload| Informatica Power center| Fastexport| TPUMP| Data Warehousing| Data Modeling| Oracle| Teradata DBA,"IT-Software, Software Services",DBA
337, Not Disclosed by Recruiter ,2 - 5 yrs, Telecom| Data analysis| Excel| MS Outlook| Inspection| Database| Data Analyst| professional services| Research| Vendor,"Telcom, ISP",Business/EDP Analyst
338," 1,00,000 - 2,00,000 PA. ",0 - 4 yrs, Accounting| Taxation| Back Office| Billing| ERP| Excel| Word| Data Entry,"Retail, Wholesale",Accounts Executive/Accountant
339," INR 37,50,000 - 45,00,000 PA.", 13 - 17 Years,six sigma|process excellence|team management|BI|Banking|data migration|business intelligence|bfsi|cost optimization|operational excellence|Data Warehousing|credit bureau operations|Data Analytics,Banking / Financial Services / Broking,Head/VP/GM - Analytics & BI
340," 2,00,000 - 3,75,000 PA. ",0 - 1 yrs, Domestic BPO| Back Office| Data Entry Operation| International BPO| Calling| Chat Process| Part Time| freelancer| Marketing| sales| sales marketing| direct marketing| Front Office| reception| BPO| Call Center| fresher| undergraduate,"BPO, Call Centre, ITeS",Fresher
341, Not Disclosed by Recruiter ,5 - 10 yrs, data science| machine learning| python| algorithms| java| data visualization| advanced analytics| data analysis| data mining| Eta| R| Network Optimization,"IT-Software, Software Services",Data Analyst
342, Not Disclosed by Recruiter ,2 - 9 yrs, Email| Views| Restoration| MySQL| Database| Configuring| Database Administrator| Troubleshooting| Monitoring| SQL,"IT-Software, Software Services",DBA
343," 2,00,000 - 3,00,000 PA. ",1 - 3 yrs, Database Maintenance| Stock Broking| insurance| MySQL| PHP| Laravel| financial services| banking,"Banking, Financial Services, Broking",Debt Analyst
344," INR 5,00,000 - 8,00,000 PA.", 1 - 6 Years,clinical research|data processing|clinical data management|ich - gcp,Pharma / Biotech / Clinical Research,Clinical Research Manager
345, Not Disclosed by Recruiter ,6 - 9 yrs, SQL queries| Statistical analysis| Web technologies| Script writing| Hadoop| Analytics,"Telcom, ISP",Database Architect/Designer
346, Not Disclosed by Recruiter ,7 - 11 yrs, Data Science| NLP| Statistical Modeling| Data Analysis| Perl| Data Modeling| Machine Learning| Deep Learning| Analytics| Python,"IT-Software, Software Services",Data Analyst
347, Not Disclosed by Recruiter ,4 - 8 yrs, development| SAP| ABAP| service,"IT-Software, Software Services",Software Developer
348, Not Disclosed by Recruiter ,1 - 6 yrs, Computer Savvy,"IT-Software, Software Services",System Analyst
349, Not Disclosed by Recruiter ,5 - 8 yrs, SQL Server| T - SQL,"IT-Software, Software Services",Software Developer
350, Not Disclosed by Recruiter ,2 - 6 yrs, C++| SQL| Python| Algorithms| Analytics| Customer service| Customer support| Computer science| Machine learning| Tools,"IT-Software, Software Services",Software Developer
351, Not Disclosed by Recruiter ,5 - 9 yrs, Unix| Computer science| SQL queries| Data analysis| Email| Consulting| Shell scripting| Educational qualification| Monitoring| Python,"IT-Software, Software Services",Software Developer
352, Not Disclosed by Recruiter ,2 - 4 yrs, jQuery| SSRS| Javascript| ASP.Net| SQL Server,"IT-Software, Software Services",Software Developer
353, Not Disclosed by Recruiter ,5 - 10 yrs, Linux| Oracle DBA| Perl| Computer science| Version control| Analytical| Data Architect| PLSQL| Troubleshooting| Operations,"IT-Software, Software Services",Database Architect/Designer
354, Not Disclosed by Recruiter ,2 - 5 yrs, Oracle| Db2| Software development life cycle| Leadership training| Management| Manager Technology| Database,"Strategy, Management Consulting Firms",Software Developer
355, Not Disclosed by Recruiter ,4 - 8 yrs, Oracle DBA| Oracle Admin| Golden Gate| Exadata| Database Administration| People Management| Service Improvement| Customer Management| Vendor Management| Crisis Management,"IT-Software, Software Services",DBA
356, Not Disclosed by Recruiter ,0 - 5 yrs, Data management| EDC| clinical data validation| Management consulting| Query management| Reconciliation| Manual| Management| Operations,"Recruitment, Staffing",Software Developer
357, Not Disclosed by Recruiter ,12 - 15 yrs, matlab| technical architecture| r| python| data science| sas| credit risk| machine learning| big data| product engineering,"IT-Software, Software Services",Head/VP/GM - Analytics & BI
358, Not Disclosed by Recruiter ,1 - 5 yrs, Troubleshooting| SQL| Database management| security compliance| Product Associate| remediation| OEM| Statistics| Auditing| Basic,"IT-Software, Software Services",Associate/Senior Associate -(Technical)
359, Not Disclosed by Recruiter ,2 - 5 yrs, metadata| video editing,"Media, Entertainment, Internet",Other
360, Not Disclosed by Recruiter ,2 - 5 yrs, Consulting| Healthcare| Bfsi| Financial services| Outsourcing| Risk analytics| Enterprise risk management| Manager Technology| advanced analytics| risk compliance,"Recruitment, Staffing",Research Scientist
361," 1,75,000 - 2,75,000 PA. ",0 - 1 yrs, blended| bpo| domestic bpo| international bpo| Typing Speed| cce| inbound| computer operator| Computer Operating| Calling| customer care| Non Voice| Data Entry| bpo fresher| Back Office| backend| Call Center| Data Entry Operation,"BPO, Call Centre, ITeS",Fresher
362, Not Disclosed by Recruiter ,4 - 9 yrs, Design| R| Coding| Python| SQL,"IT-Software, Software Services",Database Architect/Designer
363," 1,25,000 - 2,50,000 PA. ",0 - 1 yrs, computer operator| Computer Operating| Calling| customer care| back office executive| Data Entry| customer support| deo| Back Office| typing| data entry operator| customer care executive,"BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
364, Not Disclosed by Recruiter ,2 - 7 yrs, MS Office suite| Data analysis| Business Analyst| Business analysis| Mortgage| Writing skills| VISIO| Presentation skills| Data warehousing| SDLC,"IT-Software, Software Services",Business Analyst
365, Not Disclosed by Recruiter ,5 - 8 yrs, Performance tuning| Oracle DBA| Customer service| Oracle database| Disaster recovery| Banking| Cloud| Infrastructure| Database Administrator| Operations,"Education, Teaching, Training",DBA
366, Not Disclosed by Recruiter ,4 - 9 yrs, Java| JEE| Hadoop| HDFS| MR| Yarn| Hive| Spark| HBase| Sqoop| Flume| Oozie,"IT-Software, Software Services",Database Architect/Designer
367," 5,00,000 - 11,00,000 PA. ",4 - 8 yrs, Database Administration| Azure| Installation| SSRS| BI| SQL Server| Clustering| Server Monitoring| Database Maintenance| Mirroring| IIS| Data Modeling| Log Shipping,"Travel , Hotels , Restaurants , Airlines , Railways",DBA
368, Not Disclosed by Recruiter ,3 - 8 yrs, Unix| Hive| Linux| Data Analysis| Data Processing| Map| Athena| Data Domain| SQL,"IT-Software, Software Services",Database Architect/Designer
369," 2,25,000 - 4,00,000 PA. ",0 - 2 yrs, non voice| back office| data entry| part time| marketing| fresher| Call Center| BPO| Front Office| HR| Sales| Online| E - commerce| Freelancing| Content Writing| IT Management,"Internet, Ecommerce",Trainee
370, Not Disclosed by Recruiter ,5 - 8 yrs, enterprise content management| agile process| business analysis| technical management| project execution| Agile| Scrum| FileNet,"IT-Software, Software Services",Database Architect/Designer
371," 10,00,000 - 13,00,000 PA. ",8 - 10 yrs, Natural Language Processing| Deep Learning| NLP| Neural Networks,"IT-Software, Software Services",Software Developer
372, Not Disclosed by Recruiter ,3 - 8 yrs, assembly language| Six Sigma| PMP| C| JavaScript| .NET| HTML| Oracle| Python| SQL,"IT-Software, Software Services",Technical Architect
373, Not Disclosed by Recruiter ,0 - 2 yrs, Senior Design Engineer| Typing| Science| Paint shop,"IT-Software, Software Services",Associate/Senior Associate -(Technical)
374," 2,00,000 - 3,00,000 PA. ",0 - 2 yrs, SD| MM,"FMCG, Foods, Beverage",Outside Consultant
375," 1,75,000 - 3,00,000 PA. ",0 - 1 yrs, BPO| Hiring| LPO| call center| KPO| Data Entry| bpo call center| Communication Skills| Backend| bpo fresher| Bpo Voice| chat| Domestic| Domestic BPO| bpo executive| international call center| International BPO,"BPO, Call Centre, ITeS",Fresher
376, Not Disclosed by Recruiter ,3 - 5 yrs, Automation testing| Test reporting| IXIA| Spirent| Regression testing| Bug reporting| Perl| cisco| Python| Scripting,"IT-Software, Software Services",Testing Engineer
377, Not Disclosed by Recruiter ,4 - 8 yrs, MS SQL| Db2| L2| SQL DBA,"IT-Software, Software Services",DBA
378, Not Disclosed by Recruiter ,2 - 4 yrs, MS SQL| Database design| SQL Database Administrator| Test management| MySQL| query| Database| Management| Database Administrator| Testing,"IT-Software, Software Services",DBA
379, Not Disclosed by Recruiter ,4 - 9 yrs, python| web services| oozie| microsoft azure| nosql| java| mapreduce| hdfs| sqoop| api| big data| aws| scripting languages| azure,"Banking, Financial Services, Broking",Analytics Manager
380, Not Disclosed by Recruiter ,6 - 10 yrs, Computer science| Telecom| Coding| Information security| ISO 27001| OLAP| Troubleshooting| Distribution system| Python,"Media, Entertainment, Internet",Team Lead/Technical Lead
381," 3,00,000 - 8,00,000 PA. ",6 - 11 yrs, Hadoop| SSRS| MS SQL Server| Spark| Data Warehousing| Tableau| Data Modeling| SSIS| ETL| T - SQL,"IT-Software, Software Services",Software Developer
382, Not Disclosed by Recruiter ,6 - 9 yrs, Informatica| datastage| Data Management,"IT-Software, Software Services",Software Developer
383, Not Disclosed by Recruiter ,0 - 1 yrs, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,"Strategy, Management Consulting Firms",Stenographer/Data Entry Operator
384, Not Disclosed by Recruiter ,14 - 19 yrs, Performance tuning| Data modeling| RDBMS| Configuration management| PHP| Perl| Teradata| Business intelligence| Open source| Python,"IT-Software, Software Services",Technical Architect
385, Not Disclosed by Recruiter ,3 - 5 yrs, machine learning| sql| python| r| hadoop| tableau| algorithms| analytics| customer segmentation| business intelligence| data analyst,"IT-Software, Software Services",Data Analyst
386, Not Disclosed by Recruiter ,0 - 3 yrs, speed typing| keyboard| data entry operator| shorthand| ms office,Other,Stenographer/Data Entry Operator
387, Not Disclosed by Recruiter ,0 - 2 yrs, MS Office| ERP| Data Entry Operator| Typing speed| HR| MIN,"IT-Software, Software Services",Stenographer/Data Entry Operator
388, Not Disclosed by Recruiter ,4 - 9 yrs, Stored procedures| Troubleshooting| SQL| Computer science| GIT| Database| SVN,"Oil and Gas, Energy, Power, Infrastructure",DBA
389, Not Disclosed by Recruiter ,3 - 6 yrs, Computer science| Statistical modeling| data science| Analytical| Machine learning| SCALA| Programming| Subject Matter Expert| Business intelligence| Python,"Real Estate, Property",Clinical Research Associate/Scientist
390, Not Disclosed by Recruiter ,1 - 5 yrs, SAP| Oracle DBA| ERP| SSIS| microsoft| Database administration| SSRS| Siebel CRM| Oracle ERP| Teradata DBA,"IT-Software, Software Services",DBA
391, Not Disclosed by Recruiter ,1 - 4 yrs, SAS| Big Data| Tableau| Statistics| SQL| Python,"Banking, Financial Services, Broking",Outside Consultant
392, Not Disclosed by Recruiter ,1 - 4 yrs, Algorithm| Data Structure,"IT-Software, Software Services",Software Developer
393," INR 2,00,000 - 6,00,000 PA.", 3 - 4 Years,hadoop|spark|hive|big data|scala|written communication|team management|communication skills|development testing|development,IT-Software / Software Services,Software Developer
394, Not Disclosed by Recruiter ,8 - 13 yrs, ospf| eigrp| vtp| bgp| wireless networking| vlan| switching| routing| l3,IT-Hardware & Networking,Software Developer
395, Not Disclosed by Recruiter ,3 - 8 yrs, Data Science| Airlines| Algorithms| Aviation| Power Bi| Artificial Intelligence| Web Technologies| IT| Machine Learning| SQL| Predictive Analytics,"Strategy, Management Consulting Firms",Outside Consultant
396, Not Disclosed by Recruiter ,1 - 6 yrs, python| Hadoop| Big Data| nosql| MapReduce| cloud| GCP| mysql| agile| Spark| AWS| mongodb,"IT-Software, Software Services",Database Architect/Designer
397," 10,00,000 - 12,00,000 PA. ",4 - 9 yrs, SAP MDM| Data Quality| Business Rules| Quality Improvement| Life Cycle,"Chemicals, PetroChemical, Plastic, Rubber",Business Analyst
398, Not Disclosed by Recruiter ,7 - 9 yrs, nexus| QOS| WAN| LAN| Routing protocols| CCNA| cisco| EIGRP,"IT-Software, Software Services",Network Administrator
399, Not Disclosed by Recruiter ,2 - 3 yrs, MS SQL| RDBMS| Coding| data reporting| query| Database| Informatica| Management| Python,"Recruitment, Staffing",Software Developer
400, Not Disclosed by Recruiter, 11 - 12 Years,infosphere|etl testing|technical design|dw|business process|datastage|teradata|IBM DataStage|oracle sql|application development,IT-Software / Software Services,Team Lead/Technical Lead
401, Not Disclosed by Recruiter ,5 - 7 yrs, Analytics| Data Analytics| Data Management| Machine Learning| Big Data| Hadoop| Spark,"IT-Software, Software Services",Team Lead/Technical Lead
402, Not Disclosed by Recruiter ,4 - 8 yrs, algorithms| python| Problem Solving| machine learning| artificial intelligence| deep learning| software architecture| java| NLP| data modeling| data structures,"Internet, Ecommerce",Data Analyst
403," 1,25,000 - 3,75,000 PA. ",0 - 3 yrs, back office processing| BPO| part time| data entry| computer operator| backend| non voice| chat process| account| marketing| inbound process,"BPO, Call Centre, ITeS",Fresher
404, Not Disclosed by Recruiter ,2 - 4 yrs, Analytical| Order management| Analytics| Claims| Operations| Process improvement| Sales| Business management| Customer satisfaction| Client interaction,"IT-Software, Software Services",Business Analyst
405," 3,25,000 - 5,50,000 PA. ",0 - 0 yrs, Data Entry| Data Analysis| analytics| data analytics| report| dashboard,"KPO, Research, Analytics",Data Analyst
406, Not Disclosed by Recruiter ,2 - 5 yrs, System architecture| Linux| Architecture| spark| hdfs| big data| Apache| Reporting tools| Data architecture| Python,"Media, Entertainment, Internet",Database Architect/Designer
407," 5,00,000 - 6,50,000 PA. ",4 - 6 yrs, IP Networking| CCNP| Ccie| Routing| Checkpoint| Windows| Linux| Troubleshooting Skills| Active Directory| Internet Technologies,"IT-Software, Software Services",System Security
408, Not Disclosed by Recruiter ,3 - 8 yrs, Java| Angularjs| Software Development| Algorithms| System Design| Data Structures| DBMS| Data Analytics| Test Design| SDLC| Operating Systems,"IT-Software, Software Services",Software Developer
409," 8,00,000 - 14,00,000 PA. ",2 - 4 yrs, SQL| ETL| Pentaho| Talend| Informatica| Data Warehousing| Java| Data Science| Python| Data Quality,"Internet, Ecommerce",Data Analyst
410," 1,25,000 - 2,00,000 PA. ",1 - 4 yrs, data entry operation| vendor management| mis reporting,"Agriculture, Dairy",Other
411," INR 5,00,000 - 11,00,000 PA.", 4 - 9 Years,Team Management|sap mdm governance|sap master data governance|sap master data management governance|master data governance|mdm governance|Master Data Quality|Master Data|Data Governance|master data management governance,BPO / Call Centre / ITES,Quality Assurance/Quality Control Manager
412, Not Disclosed by Recruiter ,4 - 7 yrs, Data Science| Java| C| Algorithms| Data Structures| Machine Learning| AWS| Supply Chain| Python| SQL,"IT-Software, Software Services",Data Analyst
413," 1,00,000 - 1,25,000 PA. ",0 - 1 yrs, MS Office Package| Internet Surfing| Data Entry Operation,"Shipping, Marine",Stenographer/Data Entry Operator
414, Not Disclosed by Recruiter ,0 - 5 yrs, sql| data analysis| business analysis| excel| problem solving| python| analytics| statistics,"Strategy, Management Consulting Firms",Business Analyst
415, Not Disclosed by Recruiter ,0 - 2 yrs, Data Processor,"BPO, Call Centre, ITeS",Fresher
416, Not Disclosed by Recruiter ,3 - 5 yrs, Telecom| Business analysis| SQL| Computer science| SAS| Bfsi| SPSS| MS Office| Analytics| Python,"BPO, Call Centre, ITeS",Software Developer
417," 18,00,000 - 25,00,000 PA. ",9 - 12 yrs, Time Series| Arima| Forecasting| Time Series Analysis| Python,"Shipping, Marine",Analytics Manager
418, Not Disclosed by Recruiter ,0 - 5 yrs, data entry operation| excel| computer operator| advanced excel| Data Entry| typing| Back Office,Publishing,Fresher
419, Not Disclosed by Recruiter ,3 - 5 yrs, SAP| Business analytics| Analytical| Corporate finance| Business intelligence| Forecasting| Operations| Monitoring| CRM| Salesforce,"Banking, Financial Services, Broking",Associate/Senior Associate -(Technical)
420, Not Disclosed by Recruiter ,1 - 6 yrs, Data Science| Business Intelligence| Business Analytics,"KPO, Research, Analytics",Data Analyst
421," 5,00,000 - 12,00,000 PA. ",2 - 5 yrs, Solr| Cassandra| Hadoop| MongoDB| Spark,"IT-Software, Software Services",Software Developer
422," 9,00,000 - 17,00,000 PA. ",5 - 10 yrs, hadoop| hive| flume| sqoop| mapreduce| hdfs| spark| scala| java| core java| python,"IT-Software, Software Services",Software Developer
423, Not Disclosed by Recruiter ,5 - 10 yrs, MySQL| Project management| Troubleshooting| Customer service| Test planning| Postgresql| Computer science| Continuous improvement| PGSQL| Performance optimization,"IT-Software, Software Services",System Administrator
424, Not Disclosed by Recruiter ,7 - 12 yrs, data modeling| teradata| bi| data warehousing| edw| etl| master data management,"IT-Software, Software Services",Database Architect/Designer
425, Not Disclosed by Recruiter ,7 - 10 yrs, Javascript| SQL| Web services| server| technical| analytical| software| scala| usage| JSON| bootstrap| tools| java| web| design| hadoop| programming| Python| architecture| interfaces| it| nosql| Product management| Computer science| Machine learning| agile,"IT-Software, Software Services",Software Developer
426, Not Disclosed by Recruiter ,5 - 10 yrs, Linux| Shell Scripting| Hadoop| Big Data| Programming| HDFS| System Administration| Perl| Python| MapReduce,"IT-Software, Software Services",System Administrator
427, Not Disclosed by Recruiter ,3 - 8 yrs, Cold calling| Copyright| Automation| Interpersonal skills| Solution selling| Data analytics| Business solutions| Presentation| Business Executive| Auditing,"Banking, Financial Services, Broking",Sales Executive/Officer
428, Not Disclosed by Recruiter, 6 - 9 Years,Java|Hadoop|SQL|Spark|SCALA|Hive|Python|Data Structures|Sqoop|Big Data,Retail / Wholesale,Team Lead/Technical Lead
429," 1,75,000 - 3,75,000 PA. ",0 - 1 yrs, BPO| Salary| International Call Center| back office| Hiring| back office executive| LPO| KPO| Data Entry| data operator| Bpo Voice| Travel Process| Domestic BPO| data entry operator| International BPO,"BPO, Call Centre, ITeS",Fresher
430, Not Disclosed by Recruiter ,2 - 5 yrs, Unix| Production support| Application development| Troubleshooting| Agile| System architecture| Investment banking| Information technology| Risk management| Distribution system,"Banking, Financial Services, Broking",Software Developer
431, Not Disclosed by Recruiter ,0 - 2 yrs, Monthly Reports| Accounting| Data Entry| MIS Reporting,"Accounting, Finance",Accounts Executive/Accountant
432, Not Disclosed by Recruiter ,12 - 15 yrs, Java| Hibernate| Database Design| HDFS| ORM| MapReduce| Pig| Software Development| Hive| Design Development| Broadband Services| Automation Testing| Oozie| Spark| AWS| Agile Development| Hbase| Python,"Semiconductors, Electronics",Team Lead/Technical Lead
433," 4,00,000 - 9,00,000 PA. ",4 - 7 yrs, Business Intelligence| Azure| Third Party| SQL Server| Data Warehousing| Tableau| SSIS,"IT-Software, Software Services",Software Developer
434," 1,50,000 - 3,50,000 PA. ",1 - 4 yrs, MIS Reporting| MIS Preparation| Data Analysis| Report Generation| mis generation,"Real Estate, Property",Trainee
435, Not Disclosed by Recruiter ,2 - 6 yrs, Computer science| MS SQL| Data conversion| SSRS| SQL Server integration services| Healthcare| Stored procedures| SSIS| Information technology| Reporting tools,"Telcom, ISP",System Analyst
436," 2,00,000 - 4,00,000 PA. ",0 - 2 yrs, Machine Learning| Deep Learning| Neural Networks| NLP| Data Science| Image Processing| Python,"IT-Software, Software Services",Software Developer
437, Not Disclosed by Recruiter ,2 - 4 yrs, Data Validation| Core Data| Data Management| Third Party| Medical Devices| Customer Focus| Graphic Designing| Verbal Communication| English Language| Clinical Data,"Pharma, Biotech, Clinical Research",Clinical Research Associate/Scientist
438," 1,00,000 - 2,50,000 PA. ",1 - 6 yrs, MIS Preparation| Data Analysis| Advanced Excel,Other,Data Analyst
439, Not Disclosed by Recruiter ,10 - 17 yrs, Big Data| Data Modeling,"IT-Software, Software Services",Team Lead/Technical Lead
440, Not Disclosed by Recruiter ,6 - 10 yrs, Program Management| Project Management| Data Management| UAT| Analytics| IT Operations,"IT-Software, Software Services",Program Manager
441," 10,00,000 - 16,00,000 PA. ",6 - 11 yrs, Data Warehousing,"IT-Software, Software Services",Datawarehousing Technician
442, Not Disclosed by Recruiter, 5 - 8 Years,Computer science|Team management|Consulting|Machine learning|Javascript|Agile|HTML|Outsourcing|Python|text analytics,IT-Software / Software Services,Software Developer
443, Not Disclosed by Recruiter ,5 - 8 yrs, SSIS| SQL| CRM| Data analysis| MIS| SSRS| QlikView| data visualization| Analytics| Business operations,"IT-Software, Software Services",Software Developer
444," 2,00,000 - 3,25,000 PA. ",0 - 1 yrs, Scanning| Accounting| Accounts Receivable| Data Entry Operation| printing,"BPO, Call Centre, ITeS",Team Leader -(Technical)
445, Not Disclosed by Recruiter ,8 - 13 yrs, Enterprise Architect| SAP Solution Manager| SAP Basis,"IT-Software, Software Services",DBA
446, Not Disclosed by Recruiter ,2 - 5 yrs, Computer science| Software packages| SAS| Programming| Predictive modeling| Risk management| SQL| Python| Quantitative analysis,Insurance,Associate/Senior Associate -(Technical)
447, Not Disclosed by Recruiter ,2 - 4 yrs, ETL Tools| Hadoop| Big Data| HDFS| Informatica| Impala| MapReduce| HBase| Hive| Blaze| Data Warehousing| Spark,"IT-Software, Software Services",Software Developer
448, Not Disclosed by Recruiter ,5 - 8 yrs, Bi| Informatica| Data Modeling| Data Processing| ETL| Oracle| SQL,"IT-Software, Software Services",Software Developer
449," 10,00,000 - 20,00,000 PA. ",10 - 15 yrs, Unix| Oracle| Linux| Performance Tuning| Patching| Cloning| Team Handling| Oracle Apps Dba,"IT-Software, Software Services",Team Lead/Technical Lead
450," 1,00,000 - 2,00,000 PA. ",0 - 4 yrs, data entry operation| clerical| Back Office| Data Entry| computer operator| Database| Operations| Fresher| Data Entry Operator| typing| stenographer,"Accounting, Finance",Stenographer/Data Entry Operator
